Subject,Accuracy,Time of Day,Treatment Condition
76,1,Morning,Treatment
76,0,Morning,Treatment
76,1,Morning,Treatment
76,1,Morning,Treatment
76,0,Morning,Treatment
76,1,Morning,Control
76,1,Morning,Treatment
76,1,Morning,Control
76,0,Morning,Control
76,1,Morning,Treatment
76,1,Morning,Control
76,1,Morning,Control
76,0,Morning,Control
76,1,Morning,Treatment
76,0,Morning,Treatment
76,0,Morning,Control
76,1,Morning,Control
76,1,Morning,Control
76,1,Night,Treatment
76,1,Night,Control
76,0,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,0,Night,Control
76,1,Night,Treatment
76,0,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Treatment
76,1,Night,Treatment
76,0,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Control
76,1,Night,Control
76,1,Night,Control
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,0,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Control
76,0,Night,Treatment
76,1,Night,Treatment
76,1,Night,Control
76,0,Night,Control
76,1,Night,Control
76,1,Night,Treatment
76,0,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Control
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Treatment
76,0,Night,Treatment
76,1,Night,Treatment
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Treatment
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Control
76,1,Night,Treatment
76,1,Night,Treatment
76,1,Night,Control
76,0,Night,Treatment
76,1,Night,Treatment
76,1,Night,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,0,Morning,Control
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,0,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Control
77,0,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Morning,Control
77,0,Morning,Control
77,1,Morning,Control
77,0,Morning,Control
77,0,Morning,Control
77,1,Morning,Control
77,1,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Treatment
77,0,Morning,Control
77,1,Morning,Treatment
77,1,Morning,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,0,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
77,1,Night,Control
77,1,Night,Treatment
78,0,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Treatment
78,0,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,0,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Morning,Control
78,1,Morning,Treatment
78,1,Morning,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Control
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Control
78,1,Night,Control
78,1,Night,Treatment
78,1,Night,Treatment
78,1,Night,Control
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Treatment
79,0,Morning,Control
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,0,Morning,Control
79,0,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Treatment
79,0,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Control
79,1,Morning,Treatment
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,0,Night,Treatment
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
79,1,Night,Control
79,1,Night,Control
79,1,Night,Treatment
79,1,Night,Control
80,0,Morning,Treatment
80,1,Morning,Treatment
80,0,Morning,Control
80,0,Morning,Treatment
80,1,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Treatment
80,1,Morning,Treatment
80,1,Morning,Treatment
80,0,Morning,Treatment
80,1,Morning,Control
80,0,Morning,Treatment
80,1,Morning,Treatment
80,0,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Control
80,1,Morning,Treatment
80,0,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Control
80,0,Morning,Treatment
80,0,Morning,Control
80,1,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Control
80,0,Morning,Control
80,1,Morning,Control
80,1,Morning,Control
80,0,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Control
80,1,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Control
80,0,Morning,Control
80,1,Morning,Treatment
80,0,Morning,Treatment
80,1,Morning,Treatment
80,0,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Control
80,1,Morning,Control
80,1,Morning,Control
80,1,Morning,Control
80,0,Morning,Control
80,1,Morning,Control
80,0,Morning,Treatment
80,1,Morning,Control
80,0,Morning,Treatment
80,1,Morning,Treatment
80,1,Morning,Treatment
80,1,Morning,Treatment
80,0,Morning,Control
80,0,Morning,Control
80,1,Morning,Treatment
80,0,Morning,Control
80,1,Morning,Treatment
80,1,Morning,Treatment
80,1,Morning,Treatment
80,1,Morning,Treatment
80,1,Morning,Control
80,1,Morning,Control
80,1,Night,Treatment
80,0,Night,Control
80,1,Night,Control
80,0,Night,Treatment
80,0,Night,Control
80,1,Night,Treatment
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Control
80,1,Night,Control
80,1,Night,Control
80,1,Night,Treatment
80,0,Night,Treatment
80,1,Night,Control
80,1,Night,Control
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Control
80,0,Night,Treatment
80,0,Night,Control
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Control
80,1,Night,Control
80,0,Night,Treatment
80,1,Night,Treatment
80,0,Night,Control
80,1,Night,Control
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Treatment
80,0,Night,Control
80,1,Night,Treatment
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Treatment
80,1,Night,Treatment
80,1,Night,Treatment
80,1,Night,Treatment
80,1,Night,Treatment
80,0,Night,Treatment
80,0,Night,Control
80,0,Night,Control
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Treatment
80,0,Night,Control
80,1,Night,Control
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Control
80,1,Night,Treatment
80,1,Night,Treatment
80,0,Night,Control
81,0,Morning,Treatment
81,1,Morning,Treatment
81,1,Morning,Control
81,1,Morning,Control
81,0,Morning,Control
81,1,Morning,Control
81,0,Morning,Control
81,1,Morning,Treatment
81,1,Morning,Treatment
81,1,Morning,Control
81,1,Morning,Treatment
81,0,Morning,Control
81,1,Morning,Control
81,0,Morning,Treatment
81,1,Morning,Control
81,0,Morning,Control
81,1,Morning,Treatment
81,0,Morning,Control
81,0,Morning,Control
81,1,Morning,Control
81,0,Morning,Control
81,1,Morning,Control
81,0,Morning,Treatment
81,1,Morning,Treatment
81,0,Morning,Control
81,1,Morning,Control
81,1,Morning,Control
81,1,Morning,Treatment
81,0,Morning,Treatment
81,0,Morning,Control
81,1,Morning,Treatment
81,0,Morning,Control
81,1,Morning,Control
81,1,Morning,Treatment
81,0,Morning,Control
81,0,Morning,Treatment
81,0,Morning,Control
81,0,Morning,Treatment
81,1,Morning,Treatment
81,0,Morning,Treatment
81,1,Morning,Treatment
81,0,Morning,Control
81,1,Morning,Treatment
81,1,Morning,Control
81,0,Morning,Treatment
81,0,Morning,Control
81,0,Morning,Treatment
81,1,Morning,Control
81,0,Morning,Treatment
81,1,Morning,Treatment
81,0,Morning,Treatment
81,0,Morning,Treatment
81,0,Morning,Control
81,1,Morning,Treatment
81,0,Morning,Treatment
81,0,Morning,Control
81,0,Morning,Treatment
81,1,Morning,Treatment
81,0,Morning,Treatment
81,1,Morning,Treatment
81,1,Morning,Control
81,0,Morning,Control
81,0,Morning,Treatment
81,0,Morning,Control
81,0,Night,Control
81,0,Night,Control
81,0,Night,Control
81,0,Night,Treatment
81,0,Night,Treatment
81,1,Night,Treatment
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Control
81,0,Night,Control
81,0,Night,Control
81,0,Night,Control
81,0,Night,Treatment
81,1,Night,Treatment
81,1,Night,Treatment
81,1,Night,Treatment
81,0,Night,Treatment
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Treatment
81,0,Night,Control
81,0,Night,Control
81,1,Night,Control
81,0,Night,Treatment
81,1,Night,Treatment
81,0,Night,Control
81,0,Night,Control
81,1,Night,Treatment
81,0,Night,Control
81,1,Night,Treatment
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Control
81,1,Night,Treatment
81,1,Night,Treatment
81,1,Night,Treatment
81,1,Night,Treatment
81,1,Night,Control
81,0,Night,Control
81,0,Night,Control
81,1,Night,Control
81,1,Night,Control
81,1,Night,Treatment
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Control
81,1,Night,Control
81,1,Night,Control
81,1,Night,Control
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Control
81,0,Night,Treatment
81,0,Night,Treatment
81,1,Night,Treatment
81,0,Night,Treatment
81,1,Night,Treatment
81,1,Night,Control
81,1,Night,Treatment
81,1,Night,Treatment
82,1,Morning,Control
82,1,Morning,Control
82,0,Morning,Control
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Control
82,0,Morning,Control
82,0,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,0,Morning,Control
82,0,Morning,Control
82,1,Morning,Control
82,1,Morning,Control
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Treatment
82,0,Morning,Control
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Control
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Treatment
82,0,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,0,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Treatment
82,0,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Control
82,0,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Morning,Treatment
82,1,Morning,Control
82,1,Morning,Control
82,1,Morning,Treatment
82,1,Night,Treatment
82,0,Night,Control
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Control
82,1,Night,Control
82,0,Night,Control
82,1,Night,Control
82,1,Night,Treatment
82,0,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Control
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Treatment
82,0,Night,Treatment
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Control
82,1,Night,Control
82,1,Night,Treatment
82,0,Night,Treatment
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Control
82,1,Night,Control
82,1,Night,Control
82,1,Night,Treatment
82,1,Night,Control
82,1,Night,Control
82,1,Night,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Treatment
83,0,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Treatment
83,0,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Control
83,0,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Control
83,1,Morning,Control
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Morning,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,0,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Control
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Treatment
83,1,Night,Control
83,1,Night,Treatment
83,1,Night,Control
84,0,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Treatment
84,0,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Treatment
84,0,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Control
84,0,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Treatment
84,0,Morning,Treatment
84,1,Morning,Treatment
84,0,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Control
84,0,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Treatment
84,0,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Treatment
84,0,Morning,Control
84,0,Morning,Treatment
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Morning,Control
84,1,Morning,Control
84,0,Morning,Treatment
84,1,Morning,Control
84,0,Morning,Control
84,1,Morning,Control
84,1,Morning,Control
84,1,Morning,Treatment
84,1,Night,Treatment
84,1,Night,Control
84,0,Night,Control
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Treatment
84,0,Night,Control
84,1,Night,Control
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Control
84,0,Night,Treatment
84,1,Night,Control
84,1,Night,Treatment
84,0,Night,Treatment
84,1,Night,Control
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Control
84,0,Night,Treatment
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Treatment
84,0,Night,Treatment
84,0,Night,Control
84,1,Night,Control
84,0,Night,Treatment
84,1,Night,Control
84,1,Night,Control
84,1,Night,Control
84,1,Night,Control
84,1,Night,Control
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Control
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Treatment
84,1,Night,Control
84,1,Night,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,0,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,1,Morning,Control
85,0,Morning,Treatment
85,0,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,0,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,0,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,0,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Morning,Treatment
85,1,Morning,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,0,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
85,1,Night,Control
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Treatment
85,1,Night,Control
